Loan Maturity,Currency,Type of Loans,Sector,Year_Month,value,Year,Month
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-financial corporations,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Credit card credit,Financial corporations,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Credit card credit,General government,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Credit card credit,Households,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-financial corporations,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Repo loans,Financial corporations,2021M01,14492.2,2021,1
Up to and including 1 year,Foreign currency in total,- Repo loans,General government,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Repo loans,Households,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Other loans,Non-financial corporations,2021M01,31013.9,2021,1
Up to and including 1 year,Foreign currency in total,- Other loans,Financial corporations,2021M01,38111.2,2021,1
Up to and including 1 year,Foreign currency in total,- Other loans,General government,2021M01,0.0,2021,1
Up to and including 1 year,Foreign currency in total,- Other loans,Households,2021M01,889.6,2021,1
Up to and including 1 year,Foreign currency in total,- Other loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2021M01,11711.1,2021,1
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Financial corporations,2021M01,1948.3,2021,1
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Households,2021M01,4502.2,2021,1
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2021M01,348.1,2021,1
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Credit card credit,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Repo loans,Financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Repo loans,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Repo loans,Households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-financial corporations,2021M01,5931.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Other loans,Financial corporations,2021M01,3472.4,2021,1
Over 1 year and up to and including 2 years,DKK,- Other loans,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,DKK,- Other loans,Households,2021M01,4761.9,2021,1
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-profit institutions serving households,2021M01,19.7,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2021M01,308.1,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2021M01,106.3,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2021M01,18.8,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Financial corporations,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-financial corporations,2021M01,4959.1,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Financial corporations,2021M01,646.2,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,General government,2021M01,0.0,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Households,2021M01,281.3,2021,1
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2021M01,23823.8,2021,1
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2021M01,3211.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,General government,2021M01,1260.1,2021,1
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Households,2021M01,8350.6,2021,1
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2021M01,116.4,2021,1
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Credit card credit,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Households,2021M01,1.3,2021,1
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Repo loans,Financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Repo loans,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Repo loans,Households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-financial corporations,2021M01,24105.6,2021,1
Over 2 years and up to and including 5 years,DKK,- Other loans,Financial corporations,2021M01,35361.4,2021,1
Over 2 years and up to and including 5 years,DKK,- Other loans,General government,2021M01,69.5,2021,1
Over 2 years and up to and including 5 years,DKK,- Other loans,Households,2021M01,20382.0,2021,1
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-profit institutions serving households,2021M01,145.4,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2021M01,1366.2,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2021M01,140.5,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2021M01,116.7,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Financial corporations,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2021M01,2770.6,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Financial corporations,2021M01,1681.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,General government,2021M01,0.0,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Households,2021M01,725.9,2021,1
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2021M01,0.0,2021,1
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2021M01,12515.7,2021,1
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2021M01,8030.5,2021,1
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2021M01,0.0,2021,1
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2021M01,48080.6,2021,1
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2021M01,266.5,2021,1
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2021M01,111.0,2021,1
Over 5 years,DKK,- Credit card credit,Financial corporations,2021M01,4.0,2021,1
Over 5 years,DKK,- Credit card credit,General government,2021M01,0.4,2021,1
Over 5 years,DKK,- Credit card credit,Households,2021M01,1392.5,2021,1
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2021M01,4.3,2021,1
